setare_viteza_operare,setare_sarcina_utila,senz_temperatura_articulatie_3,senz_vibratii_efector_final,senz_curent_consumat_motor_1,ore_functionare_de_la_revizie,reteta_productie_activa,prob_cerere_piesa_mecanica_24h,prob_cerere_piesa_electrica_24h,estimare_calitate_produs_finit,estimare_timp_ciclu_secunde
69.29,8.88,55.4,1.4606,10.69,999.5,0,0.05,0.02,84.59,13.43
65.06,4.69,54.53,1.1525,7.0,999.0,1,0.05,0.02,84.65,13.49
87.42,3.95,56.33,1.4821,6.33,1003.2,2,0.05,0.02,82.43,13.32
60.48,3.87,46.59,0.8776,5.45,0.5,1,0.05,0.02,90.62,12.56
97.66,0.59,49.54,0.8651,2.53,2.7,0,0.05,0.02,88.26,12.53
62.72,4.73,47.25,0.9152,6.0,2.7,0,0.05,0.02,87.33,12.43
96.17,6.66,47.45,0.9175,7.73,5.9,1,0.05,0.02,89.53,12.55
74.45,2.01,47.23,0.7292,3.5,4.5,1,0.05,0.02,94.3,12.66
68.21,7.29,48.21,0.7684,8.47,9.2,1,0.05,0.02,88.83,12.36
84.34,1.32,47.75,0.9727,3.13,10.3,1,0.05,0.02,86.97,12.66
73.55,2.63,47.37,0.7489,4.72,7.2,2,0.05,0.02,93.95,12.35
91.05,6.82,48.36,0.9364,7.84,12.2,1,0.05,0.02,88.19,12.52
61.65,3.18,46.96,0.9643,4.76,13.6,2,0.05,0.02,88.03,12.47
79.81,9.45,48.37,0.8936,10.53,11.2,1,0.05,0.02,88.99,12.42
76.94,4.76,49.91,0.9961,6.24,14.6,2,0.05,0.02,88.45,12.53
79.72,1.29,47.15,0.9618,3.26,13.5,1,0.05,0.02,87.88,12.45
99.42,1.67,49.93,1.0783,3.26,17.9,1,0.05,0.02,91.46,12.46
81.29,9.32,48.35,0.8459,10.57,16.6,1,0.05,0.02,89.33,12.42
82.23,8.88,47.94,0.9447,9.93,15.9,2,0.05,0.02,88.84,12.47
65.27,5.59,47.31,0.6857,7.22,20.1,0,0.05,0.02,93.23,12.38
69.04,7.27,46.25,0.8173,8.79,18.0,1,0.05,0.02,86.27,12.56
97.5,1.76,51.72,1.0125,3.98,22.0,2,0.05,0.02,88.6,12.66
78.88,5.42,43.85,0.8638,6.94,19.8,2,0.05,0.02,87.41,12.53
52.42,9.26,44.75,0.6503,10.21,24.3,1,0.05,0.02,92.48,12.6
52.91,3.52,44.6,0.656,4.89,26.0,2,0.05,0.02,92.26,12.43
66.87,8.91,47.32,0.9131,9.94,23.9,0,0.05,0.02,84.06,12.3
73.81,2.5,47.45,1.0693,4.37,24.3,1,0.05,0.02,89.94,12.49
65.15,4.24,43.45,0.8362,6.22,24.0,0,0.05,0.02,90.44,12.59
79.1,1.19,47.4,0.8086,3.03,28.6,2,0.05,0.02,94.32,12.35
87.06,6.33,46.32,1.1665,7.92,27.3,0,0.05,0.02,85.82,12.36
92.8,8.26,48.73,0.882,9.34,28.0,1,0.05,0.02,87.42,12.54
51.14,3.65,44.83,0.7565,5.31,28.5,2,0.05,0.02,87.93,12.43
92.24,6.23,49.0,0.9726,7.61,31.0,0,0.05,0.02,88.71,12.51
92.63,4.14,50.92,1.1658,5.85,34.1,2,0.05,0.02,83.88,12.59
95.69,2.5,51.53,1.1371,4.51,32.6,2,0.05,0.02,82.54,12.43
85.23,9.22,47.61,0.9484,10.21,36.2,2,0.05,0.02,82.52,12.6
67.53,2.33,44.87,0.9356,4.27,37.2,2,0.05,0.02,85.9,12.43
53.16,6.38,45.12,0.8541,7.31,35.0,0,0.05,0.02,91.67,12.55
55.18,3.64,45.33,0.6701,5.28,35.4,0,0.05,0.02,90.2,12.44
97.68,2.18,48.23,0.9628,3.99,36.2,0,0.05,0.02,89.88,12.6
86.03,3.02,46.18,1.0071,5.08,37.8,1,0.05,0.02,90.57,12.61
97.49,9.86,49.24,0.8426,10.86,41.6,0,0.05,0.02,93.45,12.44
55.66,6.49,44.95,0.8799,7.77,43.3,0,0.05,0.02,86.17,12.53
87.96,2.54,52.27,0.9639,4.54,42.1,2,0.05,0.02,91.25,12.36
85.82,2.83,47.87,1.0204,4.73,43.5,2,0.05,0.02,87.56,12.41
55.51,3.16,43.53,0.9674,4.47,45.8,1,0.05,0.02,87.42,12.61
85.26,3.53,47.57,1.0224,4.97,46.0,1,0.05,0.02,89.08,12.36
94.23,8.25,49.2,1.0516,9.44,47.5,1,0.05,0.02,88.9,12.41
52.91,6.21,45.13,0.7271,7.78,45.2,2,0.05,0.02,90.69,12.47
56.02,5.16,45.39,0.7855,6.71,48.7,2,0.05,0.02,91.96,12.74
74.4,1.5,49.74,0.8007,3.31,48.3,1,0.05,0.02,86.78,12.56
96.95,1.95,49.73,1.0002,3.49,50.8,1,0.05,0.02,86.75,12.49
62.55,5.32,49.97,0.9917,6.94,53.0,2,0.05,0.02,87.6,12.66
60.8,5.66,48.39,0.6319,6.84,50.1,0,0.05,0.02,87.03,12.38
85.21,7.14,48.89,0.9792,8.56,55.2,2,0.05,0.02,84.8,12.59
80.56,5.28,47.59,0.9193,6.39,52.6,0,0.05,0.02,88.23,12.44
58.5,1.11,45.03,0.7413,3.26,55.3,2,0.05,0.02,90.67,12.53
71.95,2.57,47.01,0.8929,3.95,58.6,0,0.05,0.02,87.56,12.65
83.11,6.43,49.61,0.9337,7.68,59.3,1,0.05,0.02,86.58,12.55
56.21,9.72,45.51,0.7812,10.49,57.3,0,0.05,0.02,90.19,12.39
81.96,5.62,51.64,0.9032,6.89,61.5,1,0.05,0.02,86.49,12.52
65.7,8.06,49.53,0.7427,9.17,60.5,1,0.05,0.02,93.51,12.72
78.4,3.07,47.25,0.7914,4.98,59.7,2,0.05,0.02,94.95,12.47
88.56,8.2,49.02,0.8516,9.5,61.6,1,0.05,0.02,90.01,12.5
78.63,7.13,47.65,0.8119,8.78,64.3,2,0.05,0.02,90.99,12.57
75.73,2.72,48.18,0.8502,4.3,64.2,0,0.05,0.02,90.86,12.33
62.77,5.58,48.18,0.8711,6.89,63.8,0,0.05,0.02,90.84,12.51
76.76,9.95,47.98,1.061,11.11,65.5,0,0.05,0.02,86.41,12.5
78.05,2.79,47.52,0.8985,4.37,66.0,0,0.05,0.02,87.68,12.41
91.2,7.86,49.07,0.8585,9.01,69.8,1,0.05,0.02,90.9,12.61
95.9,0.59,50.18,0.9985,2.4,70.1,1,0.05,0.02,86.62,12.43
90.83,2.6,51.97,0.9138,4.5,68.4,0,0.05,0.02,84.93,12.52
96.78,5.26,50.8,1.0419,6.93,73.6,0,0.05,0.02,84.86,12.42
62.95,6.69,46.51,0.7251,7.85,75.0,1,0.05,0.02,89.69,12.61
91.53,1.55,48.82,0.9885,3.48,73.6,2,0.05,0.02,87.38,12.39
55.36,1.72,46.27,0.7783,3.34,72.3,2,0.05,0.02,95.13,12.38
81.52,7.11,47.43,0.8818,8.32,75.1,1,0.05,0.02,88.67,12.6
97.72,5.31,51.34,0.9041,6.73,76.4,0,0.05,0.02,89.54,12.34
59.74,1.57,46.98,0.8352,3.36,79.8,1,0.05,0.02,90.01,12.34
97.22,1.15,51.45,0.8192,2.89,80.1,0,0.05,0.02,88.19,12.59
82.2,4.54,49.65,0.8241,6.12,81.2,2,0.05,0.02,92.03,12.53
60.38,2.88,45.07,0.9569,4.62,79.7,1,0.05,0.02,87.15,12.49
53.56,9.69,44.81,0.7432,10.53,79.6,2,0.05,0.02,92.86,12.46
52.51,0.52,43.1,0.6491,2.48,83.1,0,0.05,0.02,92.42,12.37
64.44,8.09,43.78,0.9067,9.17,85.3,0,0.05,0.02,90.86,12.46
53.45,7.03,46.62,0.7279,8.87,83.7,1,0.05,0.02,90.31,12.55
63.98,0.69,46.2,0.7749,2.25,85.6,1,0.05,0.02,89.65,12.41
79.67,2.53,50.1,0.8787,4.38,88.6,1,0.05,0.02,89.57,12.36
96.59,2.99,52.27,1.0377,4.69,85.8,1,0.05,0.02,86.06,12.68
69.41,2.76,46.5,0.8804,4.22,87.9,2,0.05,0.02,89.87,12.57
89.06,1.72,49.73,0.9345,3.37,87.9,1,0.05,0.02,93.27,12.46
61.21,5.54,46.72,0.7959,6.87,92.9,2,0.05,0.02,89.36,12.63
55.42,5.54,46.31,0.876,7.23,89.6,0,0.05,0.02,88.59,12.67
90.5,6.78,48.72,0.9776,8.37,93.8,2,0.05,0.02,92.1,12.57
61.61,5.97,46.1,0.9045,7.45,93.3,2,0.05,0.02,90.65,12.61
53.2,0.66,46.21,0.7011,3.0,95.8,1,0.05,0.02,89.15,12.5
77.67,2.19,51.03,0.9568,3.92,93.6,0,0.05,0.02,87.99,12.53
66.22,6.36,45.85,0.7943,8.15,95.8,1,0.05,0.02,87.89,12.48
50.61,0.64,45.26,0.6021,2.27,97.4,1,0.05,0.02,92.45,12.54
77.65,2.13,48.78,1.1675,4.28,97.7,2,0.05,0.02,87.69,12.45
60.96,3.03,46.28,0.8664,4.91,97.3,0,0.05,0.02,89.06,12.43
59.18,6.77,45.76,0.9717,8.59,99.0,2,0.05,0.02,88.01,12.51
59.39,8.4,45.35,0.8629,9.57,100.1,2,0.05,0.02,91.06,12.55
79.79,0.63,48.33,0.6915,2.83,104.2,1,0.05,0.02,96.22,12.52
98.59,8.02,49.64,1.0334,9.46,101.6,0,0.05,0.02,91.36,12.63
80.43,3.14,50.75,0.9517,4.59,103.1,0,0.05,0.02,87.71,12.61
75.49,8.89,51.74,1.0306,10.05,107.2,1,0.05,0.02,86.67,12.5
72.62,3.52,48.55,0.9981,5.31,106.0,1,0.05,0.02,87.07,12.56
82.98,4.11,49.4,0.988,5.59,108.9,0,0.05,0.02,88.06,12.37
94.75,9.02,48.71,1.0084,10.22,109.0,0,0.05,0.02,87.07,12.77
91.68,5.27,51.14,1.1857,6.44,107.1,0,0.05,0.02,85.86,12.48
55.49,6.71,45.95,0.7477,7.83,108.8,1,0.05,0.02,88.84,12.44
57.85,4.15,45.76,0.7128,5.7,110.4,0,0.05,0.02,95.24,12.51
81.48,1.14,49.59,1.029,2.78,112.9,1,0.05,0.02,89.98,12.5
79.76,2.02,47.23,0.8769,3.88,115.1,0,0.05,0.02,90.22,12.62
98.04,6.27,49.43,1.0161,7.75,114.6,1,0.05,0.02,89.95,12.59
73.87,9.11,48.29,0.9357,10.04,114.3,2,0.05,0.02,88.96,12.52
98.26,5.13,51.74,0.9563,7.09,116.0,0,0.05,0.02,87.58,12.36
56.36,8.74,48.73,0.657,9.94,119.1,0,0.05,0.02,94.38,12.44
53.34,8.89,47.34,0.7788,10.32,118.9,0,0.05,0.02,91.91,12.59
70.43,4.29,46.19,0.6844,5.61,118.5,2,0.05,0.02,91.37,12.6
52.05,6.37,45.6,0.8505,7.93,118.7,2,0.05,0.02,89.37,12.37
77.3,1.65,44.67,0.9715,3.88,122.2,2,0.05,0.02,85.49,12.66
77.7,4.93,48.37,0.9191,6.54,123.2,1,0.05,0.02,85.81,12.43
81.41,3.99,48.33,0.7177,5.3,125.3,2,0.05,0.02,91.76,12.66
84.82,3.52,46.39,0.755,5.47,126.9,1,0.05,0.02,91.98,12.63
88.85,3.97,49.9,0.9661,5.81,127.8,1,0.05,0.02,89.24,12.37
74.96,0.96,47.04,0.9982,2.94,124.1,1,0.05,0.02,88.78,12.63
99.41,3.0,52.46,0.987,4.47,127.4,0,0.05,0.02,87.4,12.59
70.93,9.81,48.2,0.9372,10.76,129.0,2,0.05,0.02,89.43,12.49
64.92,1.12,47.57,0.9282,3.33,131.9,0,0.05,0.02,90.11,12.35
76.35,8.75,48.79,1.1824,10.32,131.0,1,0.05,0.02,85.41,12.49
75.52,2.28,48.43,0.8227,4.04,133.2,1,0.05,0.02,89.51,12.73
51.08,2.52,42.85,0.7585,4.34,133.3,0,0.05,0.02,90.88,12.49
94.75,3.26,51.48,0.9831,5.23,131.7,1,0.05,0.02,90.57,12.69
92.98,4.52,48.36,0.9551,5.96,132.5,0,0.05,0.02,86.98,12.52
63.04,8.37,46.57,0.7311,9.59,137.5,0,0.05,0.02,92.68,12.63
95.33,6.34,49.82,1.059,7.95,136.1,2,0.05,0.02,84.24,12.61
74.69,2.79,46.6,0.9356,4.65,136.9,2,0.05,0.02,88.51,12.6
82.2,0.92,50.32,0.9398,2.96,136.9,0,0.05,0.02,91.52,12.39
78.46,9.09,49.14,0.8991,10.17,141.2,0,0.05,0.02,91.76,12.69
64.05,1.06,48.06,0.7528,2.97,139.0,2,0.05,0.02,94.42,12.65
85.35,7.05,49.9,1.052,8.54,141.2,0,0.05,0.02,85.61,12.5
67.05,3.55,46.01,0.7999,5.18,141.6,2,0.05,0.02,89.47,12.5
63.82,2.58,45.01,0.9791,4.47,145.5,2,0.05,0.02,91.11,12.51
99.6,4.78,52.79,1.0772,6.61,143.8,0,0.05,0.02,89.02,12.83
87.21,2.5,48.78,1.1129,4.36,144.7,2,0.05,0.02,86.53,12.56
66.01,0.94,48.64,0.8467,2.74,144.3,0,0.05,0.02,90.16,12.5
87.11,6.97,46.43,1.0043,8.53,149.1,1,0.05,0.02,91.62,12.6
93.96,1.89,51.29,1.153,4.22,148.2,0,0.05,0.02,83.66,12.51
70.38,6.41,47.85,0.9429,7.82,151.3,0,0.05,0.02,91.72,12.62
70.39,5.82,48.72,0.9522,7.18,148.9,2,0.05,0.02,94.5,12.48
60.7,7.21,48.36,0.7691,8.14,152.3,2,0.05,0.02,87.56,12.43
75.1,7.58,48.49,0.8969,8.68,152.2,1,0.05,0.02,88.46,12.58
64.47,3.95,50.3,0.5712,5.49,153.1,2,0.05,0.02,95.44,12.62
55.16,5.37,48.34,0.8089,6.74,152.8,0,0.05,0.02,91.22,12.53
56.46,0.88,45.64,0.8671,2.79,157.9,2,0.05,0.02,89.91,12.53
61.01,9.75,46.21,0.7588,10.87,155.8,2,0.05,0.02,89.69,12.48
72.23,7.79,48.03,0.801,9.33,158.9,1,0.05,0.02,90.57,12.5
51.31,5.64,45.26,0.902,7.02,157.6,2,0.05,0.02,92.66,12.64
82.49,3.7,48.17,0.9062,5.13,159.4,2,0.05,0.02,89.75,12.61
55.3,8.11,47.99,0.7762,9.46,161.5,2,0.05,0.02,90.18,12.71
71.66,8.17,47.93,0.9473,8.96,162.4,2,0.05,0.02,88.65,12.69
76.25,0.92,48.86,0.6987,2.55,160.5,2,0.05,0.02,94.61,12.74
91.04,2.71,49.64,0.9526,4.86,162.5,1,0.05,0.02,87.05,12.62
79.99,4.11,49.42,1.1071,5.43,166.6,1,0.05,0.02,90.68,12.6
75.91,4.51,46.27,0.8952,6.33,164.3,0,0.05,0.02,87.6,12.45
89.13,8.66,49.48,0.8769,10.03,168.7,1,0.05,0.02,82.87,12.5
51.79,8.5,47.87,0.8039,9.62,168.5,2,0.05,0.02,88.95,12.55
52.04,2.03,48.58,0.777,3.65,167.2,0,0.05,0.02,91.3,12.42
80.98,9.1,48.25,0.8285,10.45,168.8,0,0.05,0.02,90.96,12.69
65.27,3.52,44.73,0.7942,5.28,169.1,1,0.05,0.02,90.68,12.57
93.86,3.97,47.07,1.0429,5.86,172.0,2,0.05,0.02,85.55,12.54
99.39,3.94,52.32,1.0241,5.77,173.5,2,0.05,0.02,88.04,12.55
56.78,8.77,47.88,0.751,9.78,171.0,1,0.05,0.02,90.71,12.72
65.43,2.24,46.7,1.0281,4.3,172.9,1,0.05,0.02,90.88,12.78
84.71,5.34,49.42,0.9516,6.97,177.9,1,0.05,0.02,87.56,12.72
89.19,7.16,50.62,0.972,8.58,176.3,0,0.05,0.02,87.3,12.62
82.0,7.09,46.76,1.0596,8.27,175.3,2,0.05,0.02,88.55,12.43
84.43,3.78,48.38,0.8995,5.24,177.4,0,0.05,0.02,88.39,12.39
59.41,5.37,45.16,1.0456,6.77,181.9,1,0.05,0.02,86.42,12.66
55.56,3.14,47.0,0.8008,5.36,178.5,2,0.05,0.02,87.81,12.59
96.62,4.74,49.66,1.081,6.63,179.3,0,0.05,0.02,86.9,12.72
94.86,6.54,49.63,0.9789,8.31,182.3,1,0.05,0.02,88.95,12.57
78.84,2.42,49.71,0.9589,4.12,185.3,1,0.05,0.02,88.52,12.6
70.82,8.41,49.14,0.8326,9.51,182.3,1,0.05,0.02,90.33,12.47
60.16,7.89,46.9,0.9142,9.1,184.3,0,0.05,0.02,88.63,12.54
82.02,1.83,46.37,0.8228,3.92,188.8,2,0.05,0.02,88.42,12.61
71.21,7.6,46.68,0.9331,8.97,187.9,1,0.05,0.02,93.41,12.53
98.09,0.95,51.24,1.0409,2.85,187.3,0,0.05,0.02,86.55,12.57
59.03,1.06,44.83,0.9109,3.2,190.8,2,0.05,0.02,88.38,12.57
99.78,7.77,51.5,0.9557,9.1,189.5,2,0.05,0.02,91.41,12.71
67.66,6.97,48.2,0.7933,8.3,192.5,0,0.05,0.02,90.93,12.56
56.85,4.4,47.07,0.6521,5.9,193.6,2,0.05,0.02,92.06,12.48
78.04,5.73,49.46,0.8456,7.1,192.4,1,0.05,0.02,93.74,12.6
78.32,9.96,48.66,0.9146,10.79,192.7,2,0.05,0.02,91.43,12.49
64.86,1.95,49.6,0.9823,3.75,194.7,2,0.05,0.02,86.76,12.82
99.49,4.26,50.91,1.0275,5.95,199.0,2,0.05,0.02,87.71,12.63
59.43,8.97,46.24,0.8758,9.88,196.1,2,0.05,0.02,88.72,12.68
96.93,5.1,50.45,1.0131,6.34,198.7,1,0.05,0.02,86.83,12.74
92.29,7.41,50.55,1.0236,9.03,201.6,1,0.05,0.02,88.02,12.58
50.32,1.11,47.78,0.8309,3.01,201.7,1,0.05,0.02,91.77,12.86
62.98,3.43,49.9,1.0665,4.93,201.6,1,0.05,0.02,87.19,12.47
57.23,1.97,44.94,0.8073,3.97,201.7,0,0.05,0.02,89.19,12.82
70.94,0.7,47.04,0.8333,2.77,203.1,1,0.05,0.02,87.06,12.63
80.23,6.11,47.99,0.9802,7.5,204.4,1,0.05,0.02,89.65,12.75
96.41,8.91,52.46,0.974,9.85,203.6,2,0.05,0.02,91.34,12.48
80.25,5.98,46.95,1.0331,7.65,205.6,2,0.05,0.02,88.56,12.5
89.23,5.41,54.04,0.9535,6.98,207.0,1,0.05,0.02,87.98,12.65
83.56,2.99,48.3,0.9125,5.07,207.2,1,0.05,0.02,91.21,12.72
98.17,4.53,50.54,1.1678,6.49,209.3,0,0.05,0.02,87.87,12.88
90.02,7.69,50.42,1.0317,9.3,210.4,1,0.05,0.02,89.42,12.48
84.76,3.17,48.27,1.0463,4.78,209.7,1,0.05,0.02,85.78,12.61
93.7,1.6,50.08,0.9541,3.71,212.5,1,0.05,0.02,90.16,12.74
69.13,5.28,48.43,0.9606,6.9,214.3,1,0.05,0.02,85.25,12.54
93.32,6.38,51.41,0.94,7.84,216.9,0,0.05,0.02,90.44,12.59
53.1,1.34,48.44,0.8638,3.28,214.2,2,0.05,0.02,90.79,12.73
57.27,2.29,48.89,1.0117,4.15,216.6,2,0.05,0.02,85.87,12.65
53.45,2.58,47.11,0.8998,4.28,216.1,1,0.05,0.02,88.28,12.5
96.08,1.32,50.64,0.9928,3.4,216.6,1,0.05,0.02,83.26,12.46
84.66,4.53,50.03,0.947,6.69,219.8,1,0.05,0.02,89.17,12.53
80.95,0.51,47.42,0.9055,2.19,218.3,2,0.05,0.02,87.65,12.78
72.23,7.73,48.12,0.8954,8.81,222.7,1,0.05,0.02,90.22,12.68
63.88,7.6,46.99,0.945,8.95,220.1,0,0.05,0.02,90.04,12.67
57.84,9.37,48.34,1.0137,10.77,221.1,1,0.05,0.02,89.48,12.57
73.52,5.85,47.23,0.9705,7.34,224.8,0,0.05,0.02,86.44,12.82
69.39,5.01,47.66,0.898,6.45,226.1,1,0.05,0.02,90.24,12.61
95.22,1.52,52.53,1.0164,3.52,224.1,1,0.05,0.02,89.3,12.81
66.38,8.06,47.21,1.0014,9.2,228.9,1,0.05,0.02,86.29,12.67
63.1,7.0,47.38,0.7172,8.48,228.0,1,0.05,0.02,91.34,12.75
66.58,4.15,48.93,1.0326,5.85,231.9,1,0.05,0.02,85.82,12.68
83.49,5.51,50.02,0.9362,7.2,228.8,2,0.05,0.02,88.49,12.77
97.28,3.54,53.21,0.8967,5.35,233.3,0,0.05,0.02,86.89,12.61
62.95,3.61,45.2,0.9028,5.26,231.1,1,0.05,0.02,85.54,12.81
87.73,6.63,48.97,1.0962,8.17,231.2,1,0.05,0.02,91.03,12.54
70.03,9.5,47.41,1.0837,10.63,234.1,0,0.05,0.02,87.43,12.68
59.61,3.95,48.07,0.9071,5.42,237.7,2,0.05,0.02,85.65,12.78
90.98,0.89,49.46,1.1778,2.56,235.2,1,0.05,0.02,87.31,12.58
92.4,2.39,51.85,0.9828,4.64,235.8,0,0.05,0.02,91.84,12.61
98.17,6.17,51.03,1.0887,7.8,237.5,1,0.05,0.02,88.02,12.66
55.28,4.64,47.67,0.9816,5.95,241.5,1,0.05,0.02,90.94,12.58
64.02,6.87,47.98,0.832,8.7,240.9,1,0.05,0.02,88.61,12.53
86.15,7.64,50.7,0.9923,9.05,243.3,1,0.05,0.02,87.38,12.66
61.88,5.2,47.32,0.9107,6.5,244.7,0,0.05,0.02,87.83,12.63
87.93,2.25,47.99,0.996,4.02,242.3,0,0.05,0.02,92.28,12.52
80.62,3.47,53.19,1.1285,5.26,244.4,0,0.05,0.02,82.9,12.6
59.27,6.59,48.78,0.9108,8.45,246.2,1,0.05,0.02,91.1,12.65
98.72,8.87,48.42,1.0715,9.94,246.7,1,0.05,0.02,85.22,12.71
65.35,9.34,45.52,0.8859,10.4,246.8,2,0.05,0.02,90.34,12.57
99.8,1.42,51.62,1.2397,3.75,247.7,0,0.05,0.02,88.56,12.65
81.28,5.38,52.2,0.8956,7.43,251.6,2,0.05,0.02,86.2,12.69
79.37,5.76,49.19,1.0711,7.37,250.9,0,0.05,0.02,84.72,12.76
59.22,8.18,47.79,0.939,9.45,252.0,2,0.05,0.02,90.35,12.49
52.9,4.31,47.14,0.8121,5.88,251.6,0,0.05,0.02,86.43,12.71
73.58,1.35,48.47,0.9136,3.38,252.8,0,0.05,0.02,89.94,12.63
73.4,7.26,50.9,0.9349,8.5,256.9,2,0.05,0.02,85.04,12.75
94.55,4.7,50.41,0.9854,6.38,256.2,1,0.05,0.02,83.49,12.69
95.07,0.73,54.04,1.0597,2.98,255.8,1,0.05,0.02,91.8,12.64
57.46,2.45,47.72,0.7598,4.42,259.3,0,0.05,0.02,89.97,12.85
66.55,6.91,49.08,0.8079,8.57,259.2,1,0.05,0.02,90.71,12.85
83.42,2.38,51.34,1.1375,4.42,261.5,0,0.05,0.02,88.88,12.67
75.33,0.51,49.79,1.118,2.71,262.1,2,0.05,0.02,87.64,12.81
98.69,6.01,50.96,1.2016,7.47,260.8,2,0.05,0.02,88.23,12.56
66.85,0.54,49.13,0.8598,2.38,260.7,0,0.05,0.02,90.81,12.52
97.52,8.65,50.31,1.234,9.93,263.5,0,0.05,0.02,86.36,12.71
76.47,1.86,47.2,1.0291,3.68,265.5,0,0.05,0.02,91.06,12.69
78.33,5.69,50.25,0.964,7.59,267.4,2,0.05,0.02,86.97,12.76
81.37,3.74,50.46,1.0723,5.7,267.7,2,0.05,0.02,84.56,12.87
66.51,1.77,48.06,0.8869,3.8,267.1,0,0.05,0.02,89.1,12.67
91.64,7.12,51.47,0.8929,8.78,266.5,1,0.05,0.02,88.69,12.61
53.7,8.36,46.98,0.8119,9.28,267.1,1,0.05,0.02,91.42,12.71
85.71,0.78,51.78,0.954,2.62,268.2,2,0.05,0.02,89.22,12.53
87.76,1.66,50.22,1.0021,3.9,272.7,2,0.05,0.02,88.62,12.64
97.95,8.43,53.91,0.9734,9.64,274.3,2,0.05,0.02,88.33,12.74
92.6,1.96,49.85,1.0407,3.86,271.5,1,0.05,0.02,86.38,12.69
60.16,9.96,47.02,0.8556,11.19,276.0,1,0.05,0.02,91.2,12.68
50.64,7.07,47.86,0.7102,8.5,275.7,1,0.05,0.02,92.11,12.75
57.92,3.17,46.88,0.7518,5.1,275.8,0,0.05,0.02,91.71,12.6
53.92,1.42,47.99,0.8378,3.58,275.1,1,0.05,0.02,91.62,12.8
97.16,4.05,51.24,1.0028,5.71,278.7,0,0.05,0.02,83.0,12.76
73.51,5.84,49.1,1.0022,7.58,280.2,0,0.05,0.02,87.77,12.66
83.96,6.17,50.47,1.0786,7.55,280.0,0,0.05,0.02,87.07,12.71
56.02,1.3,48.08,0.9029,3.38,281.8,1,0.05,0.02,89.43,12.61
72.43,5.28,51.02,0.9263,7.05,282.8,2,0.05,0.02,87.68,12.57
61.55,7.03,49.49,0.8236,8.48,281.0,2,0.05,0.02,89.18,12.52
78.9,7.18,48.69,1.0728,8.92,286.3,0,0.05,0.02,86.9,12.81
62.94,9.02,48.39,0.8809,9.96,287.4,1,0.05,0.02,90.18,12.73
87.36,4.29,50.64,0.9423,6.2,284.2,1,0.05,0.02,90.8,12.63
62.4,5.26,45.74,0.775,6.55,289.6,0,0.05,0.02,92.56,12.72
84.65,0.5,54.39,0.8785,2.7,287.7,2,0.05,0.02,92.15,12.54
96.73,4.95,47.53,1.1651,6.55,291.4,2,0.05,0.02,88.44,12.69
90.51,9.03,51.53,1.1421,9.91,289.8,0,0.05,0.02,87.15,12.62
76.75,8.36,47.44,0.9204,9.69,289.4,1,0.05,0.02,88.29,12.84
55.72,5.47,46.85,0.9181,7.06,290.3,0,0.05,0.02,89.93,12.53
68.26,8.7,47.32,0.9836,9.97,295.7,1,0.05,0.02,88.31,12.55
82.04,5.92,51.04,1.0506,7.53,295.6,2,0.05,0.02,86.31,12.67
78.02,4.77,50.01,0.9844,6.34,297.3,0,0.05,0.02,87.28,12.82
68.22,7.19,48.48,1.1995,8.71,296.6,0,0.05,0.02,85.73,12.64
51.33,3.28,49.09,0.8832,5.11,296.0,0,0.05,0.02,88.6,12.84
83.39,8.08,47.47,0.9781,9.21,296.6,1,0.05,0.02,84.22,12.65
92.42,8.05,48.14,1.1176,9.35,301.6,2,0.05,0.02,87.71,12.77
51.09,8.19,48.73,0.7306,9.55,302.9,2,0.05,0.02,91.1,12.81
70.81,5.24,50.1,1.091,7.06,300.7,2,0.05,0.02,92.58,12.74
73.53,2.11,47.82,0.9373,3.84,300.7,2,0.05,0.02,91.63,12.77
53.97,5.83,48.3,0.7267,7.31,303.5,1,0.05,0.02,90.53,12.65
55.7,8.75,48.98,0.9024,10.24,304.5,0,0.05,0.02,86.9,12.77
52.52,9.09,46.68,0.9698,10.54,304.7,2,0.05,0.02,87.66,12.96
95.62,2.77,51.98,1.0077,4.93,306.7,2,0.05,0.02,90.2,12.72
99.33,5.44,51.4,1.3009,7.29,309.5,0,0.05,0.02,85.63,12.68
87.89,5.75,50.67,0.9933,7.71,308.4,2,0.05,0.02,88.43,12.84
90.23,1.8,49.26,1.1334,3.4,309.3,1,0.05,0.02,86.64,12.73
93.19,2.49,52.5,1.0169,4.28,310.6,2,0.05,0.02,87.97,12.59
57.14,5.61,51.43,0.9739,7.41,309.0,2,0.05,0.02,89.19,12.9
50.65,9.44,47.66,0.9278,10.84,313.2,2,0.05,0.02,89.25,12.74
54.29,6.66,48.22,0.703,8.19,313.7,1,0.05,0.02,89.96,12.87
94.15,9.36,51.54,1.1217,10.46,316.0,2,0.05,0.02,87.05,12.61
74.66,4.72,47.5,0.9098,6.49,314.3,0,0.05,0.02,88.65,12.58
57.44,1.87,48.4,1.0391,3.77,316.1,1,0.05,0.02,84.88,12.61
65.7,4.56,48.27,0.9331,6.52,317.1,1,0.05,0.02,86.87,12.77
67.01,2.98,50.26,0.798,4.74,316.4,0,0.05,0.02,88.45,12.74
60.14,3.42,46.92,0.8896,5.2,319.0,0,0.05,0.02,90.23,12.76
95.17,3.0,51.28,1.2484,4.8,321.7,2,0.05,0.02,86.31,12.72
